Year,Month,Day,Data,tmmn(degC),tmmx(degC),pr(mm),rmin(%),rmax(%),vs(mps),vpd(kPa),flood
2016,4,16,4/16/2016,18.25,22.65,0,57,76,5.5,0.68,FALSE
2016,4,17,4/17/2016,18.35,27.85,0,44.4,78.6,5.2,1.21,FALSE
2016,4,18,4/18/2016,17.75,27.15,0,45.4,77.5,4.7,1.13,FALSE
2016,4,19,4/19/2016,18.55,23.45,0.4,56.2,72.9,3.4,0.61,FALSE
2016,4,20,4/20/2016,19.25,27.25,13.5,50.6,77.8,3.6,0.89,FALSE
2016,4,21,4/21/2016,19.05,25.95,0,60.1,85.8,2.8,1.04,FALSE
2016,4,22,4/22/2016,14.35,27.55,0,45.5,100,3.3,1.28,FALSE
2016,4,23,4/23/2016,14.35,27.85,0,34.7,76.5,2.8,1.25,FALSE
2016,4,24,4/24/2016,14.15,29.35,0,32.8,77.1,3.1,0.99,FALSE
2016,4,25,4/25/2016,18.75,30.35,0,41.4,78.3,3.8,0.98,FALSE
2016,4,26,4/26/2016,21.15,31.25,0,48.5,85.2,4.8,1.29,FALSE
2016,4,27,4/27/2016,19.35,28.55,10,57.2,95.4,5.3,1.02,FALSE
2016,4,28,4/28/2016,20.15,32.45,0,40.3,79.9,2.8,1.28,FALSE
2016,4,29,4/29/2016,23.05,28.85,0,57.1,78.7,5.4,1.04,FALSE
2016,4,30,4/30/2016,21.05,27.45,1,63.3,92.7,6.3,0.79,FALSE
2016,5,1,5/1/2016,19.25,29.25,14.4,54.2,100,2.4,1.06,FALSE
2016,5,2,5/2/2016,17.05,23.95,0.3,66.9,100,2.4,0.79,FALSE
2016,5,3,5/3/2016,11.65,24.55,0,51.4,100,3,0.87,FALSE
2016,5,4,5/4/2016,12.45,27.65,0,32.7,89.8,3.8,1.41,FALSE
2016,5,5,5/5/2016,11.45,25.75,0,30.8,86.5,4.1,1.19,FALSE
2016,5,6,5/6/2016,11.75,25.15,0,31.5,82.6,2.2,0.92,FALSE
2016,5,7,5/7/2016,12.55,29.25,0,29.5,91.6,2,1.07,FALSE
2016,5,8,5/8/2016,17.65,29.05,0,37.8,83.5,4.6,0.93,FALSE
2016,5,9,5/9/2016,19.95,26.85,0,55.6,87.1,6,0.57,FALSE
2016,5,10,5/10/2016,21.05,31.45,0,47.3,91.8,6.2,1.26,FALSE
2016,5,11,5/11/2016,20.85,30.65,0,48.7,91.6,3.7,1.09,FALSE
2016,5,12,5/12/2016,19.65,31.15,0.4,47.6,99.6,3.2,1.86,FALSE
2016,5,13,5/13/2016,13.15,29.05,0,34.6,100,3.1,1.27,FALSE
2016,5,14,5/14/2016,14.05,29.65,0,31.5,89.2,3.6,1.63,FALSE
2016,5,15,5/15/2016,16.25,25.25,0,34.1,66.6,4.7,0.85,FALSE
2016,5,16,5/16/2016,18.25,24.55,5.4,50.8,82.3,4.6,0.73,FALSE
2016,5,17,5/17/2016,17.15,26.75,2.4,49.9,88.1,3.4,0.9,FALSE
2016,5,18,5/18/2016,17.05,25.75,0,52.4,93.1,3.5,0.68,FALSE
2016,5,19,5/19/2016,17.85,28.65,2.3,45.7,95.1,3.4,0.84,FALSE
2016,5,20,5/20/2016,19.15,31.75,0,41.9,95.6,2.8,1.48,FALSE
2016,5,21,5/21/2016,18.85,30.65,0,41,89.8,3.6,1.74,FALSE
2016,5,22,5/22/2016,15.65,29.25,0,33.5,85.6,3.6,1.38,FALSE
2016,5,23,5/23/2016,17.05,30.85,0,30.4,78.9,2,1.23,FALSE
2016,5,24,5/24/2016,21.55,33.25,0,34.3,77.8,3.9,1.32,FALSE
2016,5,25,5/25/2016,22.75,33.35,27.7,45.3,89.1,4.9,1.4,FALSE
2016,5,26,5/26/2016,24.45,32.45,0,48,82,4.7,1.52,FALSE
2016,5,27,5/27/2016,20.65,31.25,15.9,52.9,100,5.7,1.16,FALSE
2016,5,28,5/28/2016,20.85,31.65,0,49.1,100,2.9,1.2,FALSE
2016,5,29,5/29/2016,20.65,33.95,0,43.2,100,1.5,1.57,FALSE
2016,5,30,5/30/2016,22.05,33.95,0,40.7,92.8,1.6,1.48,FALSE
2016,5,31,5/31/2016,22.05,32.95,0,45.8,98.3,2.1,1.21,FALSE
2016,6,1,6/1/2016,22.35,30.95,0,55.3,95.5,2,1,FALSE
2016,6,2,6/2/2016,22.45,32.75,1.8,50.4,92.9,2.6,1.2,FALSE
2016,6,3,6/3/2016,22.15,32.35,4.3,52.1,99,2.3,1.16,FALSE
2016,6,4,6/4/2016,22.15,30.25,21.3,56.7,95.3,1.8,0.91,FALSE
2016,6,5,6/5/2016,22.65,32.95,0,48.7,92.7,1.2,1.29,FALSE
2016,6,6,6/6/2016,19.55,33.15,0,49,100,1.7,1.32,FALSE
2016,6,7,6/7/2016,19.95,33.55,0,40.9,100,2.3,1.76,FALSE
2016,6,8,6/8/2016,20.55,33.55,0,34.2,82.6,3.8,1.83,FALSE
2016,6,9,6/9/2016,21.45,33.55,0,33.1,80.1,2.6,1.55,FALSE
2016,6,10,6/10/2016,23.35,34.65,0,37.4,85.8,1.9,1.41,FALSE
2016,6,11,6/11/2016,23.65,33.35,1.4,50,94.1,2.4,1.15,FALSE
2016,6,12,6/12/2016,23.45,34.15,0,48.9,98,2.2,1.27,FALSE
2016,6,13,6/13/2016,23.55,32.65,1.2,53.5,97.4,3.1,0.98,FALSE
2016,6,14,6/14/2016,23.45,27.85,32,74.1,99.9,4.1,0.24,FALSE
2016,6,15,6/15/2016,26.65,33.95,0,53.7,92,4.6,1.41,FALSE
2016,6,16,6/16/2016,25.55,35.35,0,48.2,89.2,4,1.67,FALSE
2016,6,17,6/17/2016,23.25,36.05,13.2,43.7,100,3.4,1.42,FALSE
2016,6,18,6/18/2016,23.35,33.55,0,53.8,100,1.9,1.31,FALSE
2016,6,19,6/19/2016,23.55,30.95,43.9,54.4,90,3.7,1.14,FALSE
2016,6,20,6/20/2016,24.55,33.45,0,45.6,82.8,1.9,1.46,FALSE
2016,6,21,6/21/2016,24.75,34.15,0,45.3,85.9,2,1.53,FALSE
2016,6,22,6/22/2016,24.95,34.15,0,46.6,85.1,3.1,1.42,FALSE
2016,6,23,6/23/2016,26.05,33.95,0,49.1,91,3.2,1.52,FALSE
2016,6,24,6/24/2016,24.55,35.05,0,45.9,90.8,2.9,1.5,FALSE
2016,6,25,6/25/2016,24.65,35.45,0,45.4,91.4,1.8,1.47,FALSE
2016,6,26,6/26/2016,24.95,36.55,0,44.5,92.7,1.3,1.72,FALSE
2016,6,27,6/27/2016,24.65,35.55,9.1,48.7,97.2,1.3,1.55,FALSE
2016,6,28,6/28/2016,22.75,32.15,10.6,58.8,100,2.2,1.18,FALSE
2016,6,29,6/29/2016,21.75,35.05,0,43,99.9,3.3,1.99,FALSE
2016,6,30,6/30/2016,20.95,34.75,0,33.2,88.4,2.5,1.79,FALSE
2016,7,1,7/1/2016,23.95,35.15,0,33.2,85.3,0.8,1.72,FALSE
2016,7,2,7/2/2016,25.35,35.65,0,39.1,86.8,1.3,1.53,FALSE
2016,7,3,7/3/2016,25.65,35.05,0,48.1,91.8,4,1.26,FALSE
2016,7,4,7/4/2016,25.45,34.65,6,52.8,98,5.6,1.22,FALSE
2016,7,5,7/5/2016,26.85,33.65,0,55.6,95.5,5.4,1.23,FALSE
2016,7,6,7/6/2016,26.25,34.85,0,51.3,97.8,5.6,1.52,FALSE
2016,7,7,7/7/2016,25.85,35.35,0,46.7,92.2,4.6,1.57,FALSE
2016,7,8,7/8/2016,26.15,35.25,0,46.5,89.8,3.7,1.47,FALSE
2016,7,9,7/9/2016,24.35,35.45,0,50.5,100,2.7,1.39,FALSE
2016,7,10,7/10/2016,22.95,35.35,5.2,47.9,100,2.2,1.43,FALSE
2016,7,11,7/11/2016,23.35,34.75,0,45.2,100,3.3,1.29,FALSE
2016,7,12,7/12/2016,24.15,35.25,0,46.1,98,3.7,1.25,FALSE
2016,7,13,7/13/2016,24.95,35.55,0,48.7,100,4.1,1.54,FALSE
2016,7,14,7/14/2016,21.85,35.35,16.5,46.2,100,3.3,1.18,FALSE
2016,7,15,7/15/2016,22.45,32.55,0,54.4,100,2.7,0.86,FALSE
2016,7,16,7/16/2016,23.05,34.35,0,48.9,100,1.9,1.2,FALSE
2016,7,17,7/17/2016,24.55,34.05,5.3,48.1,99.2,2.5,1.29,FALSE
2016,7,18,7/18/2016,24.25,34.85,0,45.9,97,1.9,1.4,FALSE
2016,7,19,7/19/2016,24.85,35.75,0,44,93.9,1.6,1.61,FALSE
2016,7,20,7/20/2016,25.35,35.95,0,42.5,92,1.4,1.65,FALSE
2016,7,21,7/21/2016,25.65,36.15,0,42.3,91.7,1.1,1.45,FALSE
2016,7,22,7/22/2016,24.05,37.05,38.3,45,100,2.3,1.45,FALSE
2016,7,23,7/23/2016,24.15,35.65,0,50.1,100,2.2,1.28,FALSE
2016,7,24,7/24/2016,23.85,31.45,2.9,61.6,100,2.3,0.84,FALSE
2016,7,25,7/25/2016,23.85,35.25,0,45.8,100,2.9,1.49,FALSE
2016,7,26,7/26/2016,24.35,34.45,2.5,45.5,94.4,2.9,1.33,FALSE
2016,7,27,7/27/2016,24.85,29.35,12.3,66,96.1,3.7,0.6,FALSE
2016,7,28,7/28/2016,23.05,27.35,46.9,81.6,100,3.6,0.37,FALSE
2016,7,29,7/29/2016,23.95,33.05,0,51.6,98.8,3.8,1.1,FALSE
2016,7,30,7/30/2016,22.85,33.75,50.4,48.5,100,3,0.92,FALSE
2016,7,31,7/31/2016,23.05,33.45,0.8,55,100,2,0.95,FALSE
2016,8,1,8/1/2016,26.25,33.65,0,49.1,100,2.2,1.03,FALSE
2016,8,2,8/2/2016,26.35,35.25,0,51.4,100,1.9,1.21,FALSE
2016,8,3,8/3/2016,26.25,35.85,0,51.4,100,1.9,1.36,FALSE
2016,8,4,8/4/2016,25.45,35.85,0,49.7,100,1.9,1.35,FALSE
2016,8,5,8/5/2016,24.25,35.45,4.3,49.8,100,2.4,1.17,FALSE
2016,8,6,8/6/2016,23.35,35.05,5.4,51.7,100,2.2,1.16,FALSE
2016,8,7,8/7/2016,23.35,32.25,1.2,56.9,100,1.5,0.75,FALSE
2016,8,8,8/8/2016,23.45,32.35,0,58,100,2.1,0.77,FALSE
2016,8,9,8/9/2016,25.55,32.55,0,57,100,1.6,0.9,FALSE
2016,8,10,8/10/2016,25.35,33.15,12.7,57.3,100,2.6,1.46,FALSE
2016,8,11,8/11/2016,25.25,33.45,10.2,46.2,83.6,2.5,1.93,FALSE
2016,8,12,8/12/2016,23.05,31.15,17,44.2,82.1,3.2,1.47,FALSE
2016,8,13,8/13/2016,22.95,28.95,8.7,50.3,78.5,3.6,0.72,FALSE
2016,8,14,8/14/2016,22.65,30.85,3.5,55.3,94.5,5.1,0.79,FALSE
2016,8,15,8/15/2016,23.75,32.95,6.3,51.1,94.7,4.6,1.04,FALSE
2016,8,16,8/16/2016,22.85,32.35,11.5,55.6,100,2.3,0.86,FALSE
2016,8,17,8/17/2016,24.45,32.05,15,57.6,100,1.7,0.88,FALSE
2016,8,18,8/18/2016,23.35,33.55,19.5,54,100,2.3,1.04,FALSE
2016,8,19,8/19/2016,24.65,31.25,5,61.3,99,2.8,0.8,FALSE
2016,8,20,8/20/2016,25.15,32.95,0.6,56,96,4.4,1.07,FALSE
2016,8,21,8/21/2016,23.45,30.85,0,63.9,100,2.5,0.67,FALSE
2016,8,22,8/22/2016,23.55,32.55,0,57,100,1.1,0.98,FALSE
2016,8,23,8/23/2016,24.35,34.25,0,49.4,97.1,1.6,1.08,FALSE
2016,8,24,8/24/2016,24.55,34.75,8.5,51.1,100,1.9,1.25,FALSE
2016,8,25,8/25/2016,23.45,34.15,3.4,51.6,100,1.6,1.07,FALSE
2016,8,26,8/26/2016,23.25,32.95,32.5,54.7,100,1.8,1.11,FALSE
2016,8,27,8/27/2016,24.55,34.55,0,48.7,96.6,1.6,1.5,FALSE
2016,8,28,8/28/2016,24.55,33.45,0,47.2,92.4,2,1.21,FALSE
2016,8,29,8/29/2016,24.35,34.85,14.9,46.3,99.7,2.4,1.51,FALSE
2016,8,30,8/30/2016,24.05,34.25,0,45.6,99.5,2.5,1.5,FALSE
2016,8,31,8/31/2016,23.15,34.45,0,41.6,86.1,2.9,1.38,FALSE
2016,9,1,9/1/2016,20.75,33.45,0,45.4,96.9,4.2,1.33,FALSE
2016,9,2,9/2/2016,20.45,30.65,0,48,100,3.9,1.24,FALSE
2016,9,3,9/3/2016,18.95,31.95,0,37.8,89.3,2.4,0.74,FALSE
2016,9,4,9/4/2016,23.75,33.55,0,44,91.8,2.3,1.18,FALSE
2016,9,5,9/5/2016,22.85,33.25,0,49.6,95.9,3,1.14,FALSE
2016,9,6,9/6/2016,23.15,31.95,0,52.3,92.3,2.2,1.03,FALSE
2016,9,7,9/7/2016,23.45,33.45,8,46.6,88.3,2.7,1.28,FALSE
2016,9,8,9/8/2016,22.35,31.85,0,51.1,89.6,2.6,1,FALSE
2016,9,9,9/9/2016,22.45,33.15,0,46.8,89.5,3.2,1.1,FALSE
2016,9,10,9/10/2016,23.05,33.95,0,46.5,96.5,2.4,1.42,FALSE
2016,9,11,9/11/2016,19.75,31.05,0,51.7,100,1.6,0.85,FALSE
2016,9,12,9/12/2016,21.05,32.15,0,45.7,98.4,1.7,1.12,FALSE
2016,9,13,9/13/2016,21.15,33.05,0,42.7,90.4,2.1,1.22,FALSE
2016,9,14,9/14/2016,21.35,33.95,0,41.6,91.1,2.1,1.31,FALSE
2016,9,15,9/15/2016,22.25,34.75,0,40.4,91.9,2.9,1.46,FALSE
2016,9,16,9/16/2016,23.85,33.25,0.4,45.8,88.8,3.2,1.36,FALSE
2016,9,17,9/17/2016,23.05,31.45,0,52.2,84.2,2.5,0.99,FALSE
2016,9,18,9/18/2016,21.05,31.15,10.8,52.2,100,2.6,1.08,FALSE
2016,9,19,9/19/2016,19.95,32.55,0,42.7,95,2.8,1.54,FALSE
2016,9,20,9/20/2016,19.35,33.55,0,32.8,93.1,3.3,1.76,FALSE
2016,9,21,9/21/2016,17.85,33.55,0,30.5,87.6,2.4,1.24,FALSE
2016,9,22,9/22/2016,18.95,33.55,0,38.7,95.5,2,1.17,FALSE
2016,9,23,9/23/2016,20.15,33.55,0,41.2,92.7,2.5,1.35,FALSE
2016,9,24,9/24/2016,20.15,34.65,0,37.3,88.7,2.6,1.6,FALSE
2016,9,25,9/25/2016,19.85,34.65,0,35.6,85.5,1.7,1.64,FALSE
2016,9,26,9/26/2016,18.65,29.15,0,48,100,4,1.35,FALSE
2016,9,27,9/27/2016,14.75,28.45,0,38.1,99.8,2.5,1.29,FALSE
2016,9,28,9/28/2016,15.65,30.35,0,27.1,83.8,2.8,1.87,FALSE
2016,9,29,9/29/2016,10.85,26.55,0,30.1,86.1,4.4,1.11,FALSE
2016,9,30,9/30/2016,12.65,26.75,0,31.1,88.6,2.1,1.06,FALSE
2016,10,1,10/1/2016,12.65,27.95,0,34.7,93.5,1.3,1.19,FALSE
2016,10,2,10/2/2016,17.15,29.45,0,31.1,81.5,1.6,1.6,FALSE
2016,10,3,10/3/2016,17.25,29.95,0,28.7,80.7,3,1.25,FALSE
2016,10,4,10/4/2016,18.35,31.55,0,35,100,3.8,1.16,FALSE
2016,10,5,10/5/2016,17.95,31.75,0,41.8,100,3.8,1.53,FALSE
2016,10,6,10/6/2016,16.35,31.55,0,34.4,99.3,3.4,1.53,FALSE
2016,10,7,10/7/2016,17.05,32.35,0,30.6,88.8,3.8,2.25,FALSE
2016,10,8,10/8/2016,7.15,26.75,0,27.6,96.4,6,1.39,FALSE
2016,10,9,10/9/2016,7.45,27.45,0,17.9,71.6,4.5,1.35,FALSE
2016,10,10,10/10/2016,12.45,29.25,0,18.2,67,2.9,1.22,FALSE
2016,10,11,10/11/2016,11.85,29.15,0,32.4,100,2.8,1.1,FALSE
2016,10,12,10/12/2016,17.05,28.45,0,36.1,93,3.7,0.97,FALSE
2016,10,13,10/13/2016,16.55,29.15,0,42.2,96.1,2.1,0.95,FALSE
2016,10,14,10/14/2016,19.55,27.45,0,46.6,97.1,2.1,0.94,FALSE
2016,10,15,10/15/2016,17.55,29.35,0,44.1,100,3.5,1.02,FALSE
2016,10,16,10/16/2016,15.15,29.55,0,41.7,100,3.4,0.67,FALSE
2016,10,17,10/17/2016,17.75,29.35,0,50.6,98.2,5.1,0.66,FALSE
2016,10,18,10/18/2016,18.75,30.25,0,50.2,100,4.8,0.92,FALSE
2016,10,19,10/19/2016,22.65,28.95,0.5,53.6,91.7,3.7,1.31,FALSE
2016,10,20,10/20/2016,11.95,27.55,4.9,49.3,100,4.4,1.6,FALSE
2016,10,21,10/21/2016,8.15,19.85,0,34.9,100,5.3,1.03,FALSE
2016,10,22,10/22/2016,6.65,21.85,0,20,75.2,2.3,1.01,FALSE
2016,10,23,10/23/2016,5.35,24.15,0,19.8,78.8,2.4,0.86,FALSE
2016,10,24,10/24/2016,10.75,24.85,0,28.6,92,1.7,1.09,FALSE
2016,10,25,10/25/2016,11.05,26.55,0,26.1,95.2,1.4,1.15,FALSE
2016,10,26,10/26/2016,11.15,26.25,0,30.3,96.7,3.1,0.83,FALSE
2016,10,27,10/27/2016,15.65,27.05,0,33.6,95.1,1.1,1.02,FALSE
2016,10,28,10/28/2016,14.85,27.25,0,33.8,100,2.2,1.2,FALSE
2016,10,29,10/29/2016,12.35,28.25,0,29.3,100,3.1,1.21,FALSE
2016,10,30,10/30/2016,13.75,29.05,0,27.5,99.1,1.8,1.44,FALSE
2016,10,31,10/31/2016,11.95,29.65,0,27.8,86.7,2.4,1.39,FALSE
2016,11,1,11/1/2016,14.55,29.05,0,30.4,84.5,3.5,1.16,FALSE
2016,11,2,11/2/2016,18.05,28.85,0,38.6,86.7,3.9,1.22,FALSE
2016,11,3,11/3/2016,16.45,28.15,0,43.3,96.4,2.4,1.38,FALSE
2016,11,4,11/4/2016,6.85,27.15,0,37.3,100,4.1,1.47,FALSE
2016,11,5,11/5/2016,6.55,23.05,0,24.9,69.6,3,0.81,FALSE
2016,11,6,11/6/2016,9.65,25.75,0,28.6,90.1,3.2,0.95,FALSE
2016,11,7,11/7/2016,11.15,19.45,10.5,53.5,100,3.3,0.3,FALSE
2016,11,8,11/8/2016,17.25,17.85,4.9,68.1,80.9,3.1,0.72,FALSE
2016,11,9,11/9/2016,2.55,19.45,0,54.3,100,4,0.72,FALSE
2016,11,10,11/10/2016,4.55,20.25,0,28.5,81.5,2.3,0.87,FALSE
2016,11,11,11/11/2016,7.85,19.75,0,26.9,70.1,1,0.88,FALSE
2016,11,12,11/12/2016,4.45,20.35,0,29.1,90.5,3.9,0.93,FALSE
2016,11,13,11/13/2016,3.65,18.55,0,26.9,85.9,2.2,0.75,FALSE
2016,11,14,11/14/2016,2.55,21.25,0,23.4,83.9,1.2,0.5,FALSE
2016,11,15,11/15/2016,9.25,23.95,0,32.9,100,2.2,1.08,FALSE
2016,11,16,11/16/2016,7.95,26.05,0,24.3,94.7,2.3,1.1,FALSE
2016,11,17,11/17/2016,9.85,27.15,0,26.7,86.6,4.3,0.85,FALSE
2016,11,18,11/18/2016,5.45,27.15,7.9,38.8,100,5.9,1.65,FALSE
2016,11,19,11/19/2016,-2.45,14.45,0,33.4,100,5.9,0.64,FALSE
2016,11,20,11/20/2016,-0.45,15.95,0,19.9,72,2,0.75,FALSE
2016,11,21,11/21/2016,0.95,18.95,0,16.1,74.1,2.2,0.59,FALSE
2016,11,22,11/22/2016,5.05,21.75,0,28,99.9,4.5,0.23,FALSE
2016,11,23,11/23/2016,5.05,20.05,12.3,60.6,100,5,0.52,FALSE
2016,11,24,11/24/2016,6.25,19.75,0,45.7,100,1.6,0.63,FALSE
2016,11,25,11/25/2016,5.65,19.75,0,41.4,100,2.5,0.83,FALSE
2016,11,26,11/26/2016,1.95,15.35,0,40.2,100,2.8,0.58,FALSE
2016,11,27,11/27/2016,2.55,17.25,0,28.5,97.4,3.4,0,FALSE
2016,11,28,11/28/2016,12.55,22.05,38.1,58.4,100,8.6,0.08,FALSE
2016,11,29,11/29/2016,13.65,25.55,26.5,57.2,100,4.9,1.35,FALSE
2016,11,30,11/30/2016,-0.45,18.75,0,47.9,100,4.5,0.82,FALSE
2016,12,1,12/1/2016,0.95,16.75,0,25.9,77.4,2,0.67,FALSE
2016,12,2,12/2/2016,3.65,19.45,8.5,24.1,81.3,3.6,0.73,FALSE
2016,12,3,12/3/2016,8.25,9.75,37.1,65.5,69.5,7.1,0.03,FALSE
2016,12,4,12/4/2016,8.35,10.55,13.2,86.5,96.6,3.2,0.03,FALSE
2016,12,5,12/5/2016,9.35,13.95,44.8,74.1,95.4,3.4,0.26,FALSE
2016,12,6,12/6/2016,8.85,12.05,0,80.2,93.1,4,0.24,FALSE
2016,12,7,12/7/2016,7.75,11.65,0,72.3,99.9,2.3,0.66,FALSE
2016,12,8,12/8/2016,-2.15,8.45,0,48.3,92.3,6.6,0.41,FALSE
2016,12,9,12/9/2016,-3.25,6.45,0,40.7,77.5,3.9,0.32,FALSE
2016,12,10,12/10/2016,-1.25,12.55,0,25.4,73.9,2.6,0.05,FALSE
2016,12,11,12/11/2016,6.25,20.35,0.7,38.6,95.4,6.4,0.43,FALSE
2016,12,12,12/12/2016,15.45,18.85,7.7,57,77.7,3.4,0.54,FALSE
2016,12,13,12/13/2016,10.65,18.95,0,67.1,100,3.4,0.78,FALSE
2016,12,14,12/14/2016,1.35,9.65,0,80.2,100,4.5,0.46,FALSE
2016,12,15,12/15/2016,-1.25,8.55,0,42.3,80.1,4.9,0,FALSE
2016,12,16,12/16/2016,0.15,21.75,0,32.6,100,5.4,0,FALSE
2016,12,17,12/17/2016,1.55,27.65,29.1,51.8,100,9.3,1.65,FALSE
2016,12,18,12/18/2016,-3.75,2.95,0.6,73.6,100,7.6,0.32,FALSE
2016,12,19,12/19/2016,-5.15,3.15,0,37.1,63.9,5,0.19,FALSE
2016,12,20,12/20/2016,-4.35,10.65,0,29.6,80.3,1.5,0.11,FALSE
2016,12,21,12/21/2016,7.65,17.15,0,36.1,74.9,3,0.39,FALSE
2016,12,22,12/22/2016,4.75,17.45,0,56.6,100,3,0.17,FALSE
2016,12,23,12/23/2016,5.85,20.75,0,49.7,100,3.9,0,FALSE
2016,12,24,12/24/2016,18.05,26.05,0,48.9,81.2,4.5,0.93,FALSE
2016,12,25,12/25/2016,20.65,26.05,0,50.6,77.6,5.2,1.03,FALSE
2016,12,26,12/26/2016,19.35,27.65,0.8,48.3,80.3,4.7,1.24,FALSE
2016,12,27,12/27/2016,10.75,22.05,4.6,64.8,100,2.6,0.29,FALSE
2016,12,28,12/28/2016,11.95,22.35,16.5,62.6,100,4.8,1.04,FALSE
2016,12,29,12/29/2016,-1.15,15.35,0,55.7,100,5.3,0.68,FALSE
2016,12,30,12/30/2016,0.25,14.75,0.6,26.5,73.8,2.2,0,FALSE
2016,12,31,12/31/2016,7.45,16.95,16.4,68.2,100,5.2,0.18,FALSE
2017,1,1,1/1/2017,14.95,18.85,16.9,68,81.5,2.9,0.48,FALSE
2017,1,2,1/2/2017,12.15,19.35,26.7,74.1,100,4.6,0.19,FALSE
2017,1,3,1/3/2017,7.75,23.05,0,40.4,100,2.9,0.77,FALSE
2017,1,4,1/4/2017,0.05,8.85,0,64.1,100,4.8,0.16,FALSE
2017,1,5,1/5/2017,-0.55,9.05,0.4,55.3,100,3.6,0.24,FALSE
2017,1,6,1/6/2017,-6.95,-0.35,6.2,57,86.2,6.9,0.14,FALSE
2017,1,7,1/7/2017,-7.65,-0.15,0,33.6,56.9,5.7,0.27,FALSE
2017,1,8,1/8/2017,-8.15,4.55,0,29.9,74.5,2.9,0.33,FALSE
2017,1,9,1/9/2017,-0.85,14.65,0,34.1,96,4.7,0.53,FALSE
2017,1,10,1/10/2017,12.35,22.35,0,48.7,87.5,8.6,0.74,FALSE
2017,1,11,1/11/2017,17.45,25.25,0,46.9,72.9,7.8,1.08,FALSE
2017,1,12,1/12/2017,16.85,25.95,0,48.5,81.3,6.2,0.99,FALSE
2017,1,13,1/13/2017,11.55,24.75,0,54.1,100,2.7,0.55,FALSE
2017,1,14,1/14/2017,8.45,24.85,0,47.8,100,1.8,0.6,FALSE
2017,1,15,1/15/2017,8.65,24.65,0,44.2,100,2.8,0.72,FALSE
2017,1,16,1/16/2017,16.95,24.45,5,50.7,76.9,5.8,0.93,FALSE
2017,1,17,1/17/2017,11.85,20.95,0,65.9,100,2.4,0.31,FALSE
2017,1,18,1/18/2017,13.25,22.95,37.9,60.5,100,2.9,0.47,FALSE
2017,1,19,1/19/2017,11.25,19.75,33.9,74.3,100,3.7,0.13,FALSE
2017,1,20,1/20/2017,14.05,24.05,16.9,43,77.5,4.4,0.99,FALSE
2017,1,21,1/21/2017,13.85,23.05,18.7,53.3,90.1,4.4,0.69,FALSE
2017,1,22,1/22/2017,9.35,18.55,4.3,57.5,98.3,6.8,0.43,FALSE
2017,1,23,1/23/2017,4.05,15.55,0,54.1,100,4.9,0.34,FALSE
2017,1,24,1/24/2017,4.75,22.85,0,31.6,100,3.7,0.9,FALSE
2017,1,25,1/25/2017,6.95,22.05,0.4,50.1,100,4.6,0.49,FALSE
2017,1,26,1/26/2017,2.75,12.75,0,41.4,78.5,4,0.49,FALSE
2017,1,27,1/27/2017,0.55,9.35,0,38.5,68.3,3.5,0.44,FALSE
2017,1,28,1/28/2017,-0.15,14.65,0,27.8,76.1,4.5,0.65,FALSE
2017,1,29,1/29/2017,2.55,15.85,0,29.6,71.9,5,0.71,FALSE
2017,1,30,1/30/2017,4.15,21.85,0,25.5,82.1,3.6,1.01,FALSE
2017,1,31,1/31/2017,12.15,23.25,0,29.9,60.3,4.4,1.24,FALSE
2017,2,1,2/1/2017,13.35,23.95,0,40.2,75.9,3.1,1.02,FALSE
2017,2,2,2/2/2017,4.45,17.05,0,55.1,100,4.7,0.31,FALSE
2017,2,3,2/3/2017,0.25,11.45,0,39.8,83.1,5.3,0.43,FALSE
2017,2,4,2/4/2017,0.85,15.35,0,26.3,71.3,3.1,0.7,FALSE
2017,2,5,2/5/2017,11.65,17.95,3.6,56.8,80.4,2.7,0.54,FALSE
2017,2,6,2/6/2017,15.45,24.65,3.3,48.8,82.6,7,0.89,FALSE
2017,2,7,2/7/2017,17.45,27.95,0,41.8,76.9,6.5,1.25,FALSE
2017,2,8,2/8/2017,4.05,27.35,0,39.2,100,4.4,0.74,FALSE
2017,2,9,2/9/2017,2.85,13.35,0,40.5,79.6,5.1,0.5,FALSE
2017,2,10,2/10/2017,6.95,23.55,0,27.6,81,5.2,1.09,FALSE
2017,2,11,2/11/2017,19.65,26.95,0,46.7,70,7.3,1.22,FALSE
2017,2,12,2/12/2017,12.95,27.45,0,43,100,5.4,0.95,FALSE
2017,2,13,2/13/2017,9.45,20.95,0,27.9,59,4.7,1.09,FALSE
2017,2,14,2/14/2017,6.45,23.55,3.6,33.4,99.4,3.9,0.91,FALSE
2017,2,15,2/15/2017,-0.65,15.75,0,37.3,100,4.8,0.49,FALSE
2017,2,16,2/16/2017,-0.65,18.05,0,26.2,93.9,1.7,0.74,FALSE
2017,2,17,2/17/2017,5.65,18.15,0,41.7,91.7,4.2,0.6,FALSE
2017,2,18,2/18/2017,9.55,21.35,0,47.4,96.7,2.6,0.64,FALSE
2017,2,19,2/19/2017,9.95,28.25,0,31.7,99.1,3.3,1.24,FALSE
2017,2,20,2/20/2017,12.55,26.05,20.3,43.1,96.8,4.1,0.91,FALSE
2017,2,21,2/21/2017,9.35,21.55,1.4,50.6,100,2.5,0.55,FALSE
2017,2,22,2/22/2017,7.75,22.75,0,45.5,100,1.8,0.62,FALSE
